V2,norm,typ
Root Apparels Ltd.,ROOT APPARELS,BGMEA
Spring Trade Ltd.,SPRING TRADE,BGMEA
Feroja Apparels,FEROJA APPARELS,BGMEA
M.M. Composite Knit Ltd.,MM COMPOSITE KNIT,BGMEA
Eminent Fashion Ltd.,EMINENT FASHION,BGMEA
Fresh Fashion Wear Ltd.,FRESH FASHION WEAR,BGMEA
Kento Asia Ltd.,KENTO ASIA,BGMEA
Lida Textile & Dyeing Ltd.,LIDA TEXTILE & DYEING,BGMEA
Pabna Export Wear Ltd.,PABNA EXPORT WEAR,BGMEA
Mim Design Ltd.,MIM DESIGN,BGMEA
Dastagir Apparels (Pvt.) Ltd.,DASTAGIR APPARELS PVT,BGMEA
Energypac Fashions Ltd.,ENERGYPAC FASHIONS,BGMEA
Islam Knit Designs Ltd.,ISLAM KNIT DESIGNS,BGMEA
D.G. Knitting Co.,DG KNITTING CO,BGMEA
Shakura Fashion Ltd.,SHAKURA FASHION,BGMEA
Acumen Garments Ltd.,ACUMEN GARMENTS,BGMEA
Cutting Edge Garments Factory Ltd.,CUTTING EDGE GARMENTS FACTORY,BGMEA
T.S.R. Fashion & Design Ltd.,TSR FASHION & DESIGN,BGMEA
Sumaiya Fibres Ltd.,SUMAIYA FIBRES,BGMEA
Euro Jeans Ltd.,EURO JEANS,BGMEA
Camlet Fashions Ltd.,CAMLET FASHIONS,BGMEA
Tahmina Knitwear Ltd.,TAHMINA KNITWEAR,BGMEA
Selina Apparels Ltd.,SELINA APPARELS,BGMEA
Nextgen Style Ltd.,NEXTGEN STYLE,BGMEA
Bangla Poshak Ltd.,BANGLA POSHAK,BGMEA
Valmont Fashions Ltd.,VALMONT FASHIONS,BGMEA
ENZO Designs Ltd.,ENZO DESIGNS,BGMEA
Cortz Apparels Ltd.,CORTZ APPARELS,BGMEA
Win Sweater (BD) Ltd.,WIN SWEATER BD,BGMEA
Oh-Sung Textile Ltd.,OHSUNG TEXTILE,BGMEA
Golden Rain Attires Ltd.,GOLDEN RAIN ATTIRES,BGMEA
Amanat Fabrics Ltd.,AMANAT FABRICS,BGMEA
Smile Apparels Ltd.,SMILE APPARELS,BGMEA
UKN Apparels Ltd.,UKN APPARELS,BGMEA
Bloomingtex Ltd.,BLOOMINGTEX,BGMEA
AKH Shirts Ltd.,AKH SHIRTS,BGMEA
Amichi Apparels Ltd.,AMICHI APPARELS,BGMEA
Natural Denims Ltd.,NATURAL DENIMS,BGMEA
D.A. Knit & Fashion Wear,DA KNIT & FASHION WEAR,BGMEA
Knitex Dresses Ltd.,KNITEX DRESSES,BGMEA
Cordial Design Ltd.,CORDIAL DESIGN,BGMEA
Matrix Sweaters Ltd.,MATRIX SWEATERS,BGMEA
Tuba Garments Ltd.,TUBA GARMENTS,BGMEA
Comfort Wear International Ltd.,COMFORT WEAR INTERNATIONAL,BGMEA
TMS Fashions Ltd,TMS FASHIONS,BGMEA
Adorn Knitwear Ltd.,ADORN KNITWEAR,BGMEA
Balaka Stitch (Pvt) Ltd.,BALAKA STITCH PVT,BGMEA
Alpha Knit Apparels Ltd.,ALPHA KNIT APPARELS,BGMEA
Eco Inamori Fashions Ltd.,ECO INAMORI FASHIONS,BGMEA
Versatile Apparel (Pvt.) Ltd.,VERSATILE APPAREL PVT,BGMEA
International Classic Composite Ltd.,INTERNATIONAL CLASSIC COMPOSITE,BGMEA
Hamsa Sweater Ltd.,HAMSA SWEATER,BGMEA
Minarva Exports,MINARVA EXPORTS,BGMEA
Best Shirts Ltd.,BEST SHIRTS,BGMEA
Way Mart Apparels Ltd.,WAY MART APPARELS,BGMEA
Water Denim Ltd.,WATER DENIM,BGMEA
Friends Stylewear Ltd.,FRIENDS STYLEWEAR,BGMEA
Mesh Exports House (Pvt.) Ltd.,MESH EXPORTS HOUSE PVT,BGMEA
Aleaya Sweater Ltd.,ALEAYA SWEATER,BGMEA
Sweatertech Ltd.,SWEATERTECH,BGMEA
Mahdeen Sweaters Ltd.,MAHDEEN SWEATERS,BGMEA
Nodetex Fashions Ltd.,NODETEX FASHIONS,BGMEA
Fateha Apparels Ltd.,FATEHA APPARELS,BGMEA
Needle Drop Ltd.,NEEDLE DROP,BGMEA
Primordial Ltd.,PRIMORDIAL,BGMEA
Zabid Fashion Ltd.,ZABID FASHION,BGMEA
Naab Fashions Ltd.,NAAB FASHIONS,BGMEA
Pink Dragon Textile Ltd.,PINK DRAGON TEXTILE,BGMEA
Jams Apparels (Pvt.) Ltd.,JAMS APPARELS PVT,BGMEA
ABL Design & Fashion,ABL DESIGN & FASHION,BGMEA
Saturn Textiles Ltd.,SATURN TEXTILES,BGMEA
La-Belle Design (Pvt.) Ltd.,LABELLE DESIGN PVT,BGMEA
Assertion Designers Ltd.,ASSERTION DESIGNERS,BGMEA
Feiyue Fashions Ltd.,FEIYUE FASHIONS,BGMEA
Khalifa Apparels Ltd.,KHALIFA APPARELS,BGMEA
Magpie Composite Textile Ltd.,MAGPIE COMPOSITE TEXTILE,BGMEA
Apparel-21 Ltd.,APPAREL21,BGMEA
Valmont Sweaters Ltd.,VALMONT SWEATERS,BGMEA
E.H. Fabrics Ltd.,EH FABRICS,BGMEA
C.K. Sweaters Ltd.,CK SWEATERS,BGMEA
Vintage Denim Ltd.,VINTAGE DENIM,BGMEA
DNV Clothing Ltd.,DNV CLOTHING,BGMEA
Consumer Knitex Ltd.,CONSUMER KNITEX,BGMEA
Alcon Knitwears Ltd.,ALCON KNITWEARS,BGMEA
Cosmopolitan Fashions (Pvt.) Ltd.,COSMOPOLITAN FASHIONS PVT,BGMEA
Fashion Flash Ltd.,FASHION FLASH,BGMEA
Provatex Apparels Ltd.,PROVATEX APPARELS,BGMEA
Shepherd Textiles (BD) Ltd.,SHEPHERD TEXTILES BD,BGMEA
S. Suhi Ind. Park Knit Composite Ltd.,S SUHI IND PARK KNIT COMPOSITE,BGMEA
Sweater Zone Ltd.,SWEATER ZONE,BGMEA
Apparel Gallery Ltd.,APPAREL GALLERY,BGMEA
Echotex Ltd.,ECHOTEX,BGMEA
New Wave Bottoms Ltd.,NEW WAVE BOTTOMS,BGMEA
Viking Design (Pvt.) Ltd.,VIKING DESIGN PVT,BGMEA
Hi-Fashion Composite Textiles Ltd.,HIFASHION COMPOSITE TEXTILES,BGMEA
Scarlet Knitwears Ltd.,SCARLET KNITWEARS,BGMEA
Ewings Garments & Textiles Ltd.,EWINGS GARMENTS & TEXTILES,BGMEA
BHML Sweaters Ltd.,BHML SWEATERS,BGMEA
Taati Fashion Apparels Ltd.,TAATI FASHION APPARELS,BGMEA
Maooa Style & Design LTd.,MAOOA STYLE & DESIGN,BGMEA
One Up Sweaters Ltd.,ONE UP SWEATERS,BGMEA
Banga Fashion Ltd.,BANGA FASHION,BGMEA
Success Fashions (Pvt.) Ltd.,SUCCESS FASHIONS PVT,BGMEA
Rupa Fabrics Ltd.,RUPA FABRICS,BGMEA
Nazim Fashion Ltd.,NAZIM FASHION,BGMEA
BG Collection Ltd.,BG COLLECTION,BGMEA
Fakhruddin Textile Mills Ltd.,FAKHRUDDIN TEXTILE MILLS,BGMEA
Nebula Fashion Ltd.,NEBULA FASHION,BGMEA
4S-Park Style Ltd.,4S PARK STYLE,BGMEA
Matsuoka Apparels Ltd.,MATSUOKA APPARELS,BGMEA
Perfect Fashion,PERFECT FASHION,BGMEA
Alive Apparels Ltd.,ALIVE APPARELS,BGMEA
Orchid Styles Ltd.,ORCHID STYLES,BGMEA
Delicate Knitwears Ltd.,DELICATE KNITWEARS,BGMEA
Tung Hai Knitting & Dyeing Ltd.,TUNG HAI KNITTING & DYEING,BGMEA
M.L. Knit Composite Ltd.,ML KNIT COMPOSITE,BGMEA
Jeans Plus Ltd.,JEANS PLUS,BGMEA
Wasif Knit Composite Ltd.,WASIF KNIT COMPOSITE,BGMEA
Fahim Attire And Composite Ltd.,FAHIM ATTIRE AND COMPOSITE,BGMEA
I-Want Fashion & Design Ltd.,IWANT FASHION & DESIGN,BGMEA
Uni Gears Ltd.,UNI GEARS,BGMEA
Sun Cherry Body Fashion MFTY Ltd.,SUN CHERRY BODY FASHION MFTY,BGMEA
Taratex (BD) Ltd.,TARATEX BD,BGMEA
Century Apparels Ltd.,CENTURY APPARELS,BGMEA
R.K. Sweaters,RK SWEATERS,BGMEA
Mahboob Apparels Ltd.,MAHBOOB APPARELS,BGMEA
J.L. Sweaters Ltd.,JL SWEATERS,BGMEA
Rebecca Fashions Ltd.,REBECCA FASHIONS,BGMEA
Torque Fashions Ltd.,TORQUE FASHIONS,BGMEA
Vision Garments Ltd.,VISION GARMENTS,BGMEA
Vision Composite Knit Ltd.,VISION COMPOSITE KNIT,BGMEA
Denim Export Processing Ltd.,DENIM EXPORT PROCESSING,BGMEA
Eskimo Fashions Ltd.,ESKIMO FASHIONS,BGMEA
Ripon Knitwear Ltd.,RIPON KNITWEAR,BGMEA
KSS Knit Composite Ltd.,KSS KNIT COMPOSITE,BGMEA
Spectra Sweaters Ltd.,SPECTRA SWEATERS,BGMEA
Khondker Fashions Ltd.,KHONDKER FASHIONS,BGMEA
Phantom Tac Ltd.,PHANTOM TAC,BGMEA
Stilvoll Knitwears Ltd.,STILVOLL KNITWEARS,BGMEA
Imperial Elite Wear Ltd.,IMPERIAL ELITE WEAR,BGMEA
Aswad Compisite Mills Ltd.,ASWAD COMPISITE MILLS,BGMEA
Iris Fabrics Ltd.,IRIS FABRICS,BGMEA
Sun Power  Sweaters,SUN POWER  SWEATERS,BGMEA
Dhakarea Ltd.,DHAKAREA,BGMEA
Daania Fashion Ltd.,DAANIA FASHION,BGMEA
Space Sweater Ltd.,SPACE SWEATER,BGMEA
Prova Knitwear Ltd.,PROVA KNITWEAR,BGMEA
Jabbar Garments Ltd.,JABBAR GARMENTS,BGMEA
Shaya Apparels Ltd.,SHAYA APPARELS,BGMEA
SQ Quantum Clothing Ltd.,SQ QUANTUM CLOTHING,BGMEA
SQ Loop Ltd.,SQ LOOP,BGMEA
Jeans & Polo Ltd.,JEANS & POLO,BGMEA
Trendy Sweater Ltd.,TRENDY SWEATER,BGMEA
Tanzila Textile Ltd.,TANZILA TEXTILE,BGMEA
Bea-Con Knit Wear Ltd.,BEACON KNIT WEAR,BGMEA
Shampa Garments Ltd.,SHAMPA GARMENTS,BGMEA
Aman Sweaters Ltd.,AMAN SWEATERS,BGMEA
Tangon Garments Ltd.,TANGON GARMENTS,BGMEA
Starlet Apparels Ltd.,STARLET APPARELS,BGMEA
Susuka Knit Ltd.,SUSUKA KNIT,BGMEA
Prime Jeans Culture Ltd.,PRIME JEANS CULTURE,BGMEA
Haseen Apparels Ltd.,HASEEN APPARELS,BGMEA
Cassiopea Fashion Ltd.,CASSIOPEA FASHION,BGMEA
Network Clothing Ltd.,NETWORK CLOTHING,BGMEA
A.Z. Stitch Ltd.,AZ STITCH,BGMEA
TMF Clothing Ltd.,TMF CLOTHING,BGMEA
Shangu Tex Ltd.-2,SHANGU TEX LTD2,BGMEA
Divine Fabrics Ltd.,DIVINE FABRICS,BGMEA
A & A Trousers Ltd.,A & A TROUSERS,BGMEA
Divine Knitwears Ltd.,DIVINE KNITWEARS,BGMEA
Anfi Apparels (Pvt.) Ltd.,ANFI APPARELS PVT,BGMEA
Tweed Sweaters Ltd.,TWEED SWEATERS,BGMEA
Dressmen Fashion Wear Ltd.,DRESSMEN FASHION WEAR,BGMEA
Epic Garments Manf. Co. Ltd.,EPIC GARMENTS MANF CO,BGMEA
Atlantis Garments & Buying Ltd.,ATLANTIS GARMENTS & BUYING,BGMEA
Pinnacle Knit Wears Ltd.,PINNACLE KNIT WEARS,BGMEA
Ordian Fashion Ltd.,ORDIAN FASHION,BGMEA
Nazim Sweaters Ltd.,NAZIM SWEATERS,BGMEA
F.S. Sweaters Ltd. (U-2),FS SWEATERS LTD U2,BGMEA
Kajana Fashion Ltd.,KAJANA FASHION,BGMEA
Saki Fashion Ltd.,SAKI FASHION,BGMEA
Mozart Knit Ltd.,MOZART KNIT,BGMEA
Rising Knit Textiles Ltd.,RISING KNIT TEXTILES,BGMEA
Salna Tex Ltd.,SALNA TEX,BGMEA
Shadowline Lingerie Ltd.,SHADOWLINE LINGERIE,BGMEA
Haji Apparels Ltd.,HAJI APPARELS,BGMEA
Aurun Sweater Ltd.,AURUN SWEATER,BGMEA
Navana Textiles Ltd. (U-2),NAVANA TEXTILES LTD U2,BGMEA
Stoffa Tex Fashions Ltd.,STOFFA TEX FASHIONS,BGMEA
Meek Knit Ltd.,MEEK KNIT,BGMEA
A.M. Composite Ltd.,AM COMPOSITE,BGMEA
Ananta Denim Technology Ltd.,ANANTA DENIM TECHNOLOGY,BGMEA
Rongdhonu Sweater Ltd.,RONGDHONU SWEATER,BGMEA
TM Designers Ltd.,TM DESIGNERS,BGMEA
Kimberly Garments Ltd.,KIMBERLY GARMENTS,BGMEA
Temacos Fashion Wear Ltd.,TEMACOS FASHION WEAR,BGMEA
Jalal Ahmed Knit Composite Ltd.,JALAL AHMED KNIT COMPOSITE,BGMEA
Sea View Knit Composite Ltd.,SEA VIEW KNIT COMPOSITE,BGMEA
Ready Knit Apparels Ltd.,READY KNIT APPARELS,BGMEA
Dong Bang Facilities (BD) Ltd.,DONG BANG FACILITIES BD,BGMEA
Indesore Sweater Ltd.,INDESORE SWEATER,BGMEA
Pantaloon Jeans Ltd.,PANTALOON JEANS,BGMEA
KM Apparels Knit (Pvt.) Ltd.,KM APPARELS KNIT PVT,BGMEA
Rip Apparels Ltd.,RIP APPARELS,BGMEA
Manami Fashions Ltd.,MANAMI FASHIONS,BGMEA
Chantik Garments Ltd.,CHANTIK GARMENTS,BGMEA
Irene Knitwear Ltd.,IRENE KNITWEAR,BGMEA
Orchard Sweaters Ltd.,ORCHARD SWEATERS,BGMEA
Hall-Mark Fashion Ltd.,HALLMARK FASHION,BGMEA
A.B. Sweater Inds. (BD) Ltd.,AB SWEATER INDS BD,BGMEA
Daiyan's Jeans Ltd.,DAIYANS JEANS,BGMEA
Global Merchants Ltd.,GLOBAL MERCHANTS,BGMEA
Hagh Knitwears Ltd.,HAGH KNITWEARS,BGMEA
Atam Knitwear Ltd.,ATAM KNITWEAR,BGMEA
ABC Knit Dyeing & Finishing Mills Ltd.,ABC KNIT DYEING & FINISHING MILLS,BGMEA
Continental Clothing Ltd.,CONTINENTAL CLOTHING,BGMEA
Winsome Knit Composite Ltd.,WINSOME KNIT COMPOSITE,BGMEA
Q-Point Sportswear Ltd.,QPOINT SPORTSWEAR,BGMEA
LRB Sportswear Ltd.,LRB SPORTSWEAR,BGMEA
Arizona Tex Ltd.,ARIZONA TEX,BGMEA
Air Apparels Ltd.,AIR APPARELS,BGMEA
ABG Sweaters Ltd.,ABG SWEATERS,BGMEA
Caremake Sweater Ltd.,CAREMAKE SWEATER,BGMEA
Mohammadi Knit Star Ltd.,MOHAMMADI KNIT STAR,BGMEA
ARK Pullover Ltd.,ARK PULLOVER,BGMEA
Wisteria Textiles Ltd.,WISTERIA TEXTILES,BGMEA
Raiyan Knit Composite Ltd.,RAIYAN KNIT COMPOSITE,BGMEA
Rain Knit Wears Ltd.,RAIN KNIT WEARS,BGMEA
Lazim Apparels Ltd.,LAZIM APPARELS,BGMEA
S.I. Knitting Ltd.,SI KNITTING,BGMEA
Taif Design's Ltd.,TAIF DESIGNS,BGMEA
Golden Thread Ltd.,GOLDEN THREAD,BGMEA
Nandan Sweater (Pvt.) Ltd.,NANDAN SWEATER PVT,BGMEA
Babui Tex Ltd.,BABUI TEX,BGMEA
Garment Needs Ltd.,GARMENT NEEDS,BGMEA
NAR Sweaters Ltd.,NAR SWEATERS,BGMEA
Ameerah Apparels Ltd.,AMEERAH APPARELS,BGMEA
Sir Denim Ltd.,SIR DENIM,BGMEA
Goal Line Knit Wear Ltd.,GOAL LINE KNIT WEAR,BGMEA
Suchi Fashion Ltd.,SUCHI FASHION,BGMEA
Cherry Knit Wear Ltd.,CHERRY KNIT WEAR,BGMEA
M.H.R. Fashion Ltd.,MHR FASHION,BGMEA
Needle Touch Garments Ltd.,NEEDLE TOUCH GARMENTS,BGMEA
Nurani Dyeing & Sweater Ltd.,NURANI DYEING & SWEATER,BGMEA
L Usine Fashion Ltd.,L USINE FASHION,BGMEA
Tex Bay Limited,TEX BAY,BGMEA
Mahmud Jeans Ltd.,MAHMUD JEANS,BGMEA
Ama Syntex Ltd.,AMA SYNTEX,BGMEA
KTJ Gloves Ltd.,KTJ GLOVES,BGMEA
RMM Knit Clothing Ltd.,RMM KNIT CLOTHING,BGMEA
Tasin Sweaters Ltd.,TASIN SWEATERS,BGMEA
Epic Garments Mafg. Co. Ltd.(U-2),EPIC GARMENTS MAFG CO LTDU2,BGMEA
Fashion Fx Ltd.,FASHION FX,BGMEA
Euro Fashion,EURO FASHION,BGMEA
Nex Trade Knit Ltd.,NEX TRADE KNIT,BGMEA
Salim & Brothers Ltd. (U-2),SALIM & BROTHERS LTD U2,BGMEA
Galaxy Sweaters & Yarn Dy. Ltd.,GALAXY SWEATERS & YARN DY,BGMEA
Angora Fashions Ltd.,ANGORA FASHIONS,BGMEA
In Fashion Ltd.,IN FASHION,BGMEA
Nimbgen Fashion Ltd.,NIMBGEN FASHION,BGMEA
Navid Woolwears Ltd.,NAVID WOOLWEARS,BGMEA
Panshi Knit (Pvt.) Ltd.,PANSHI KNIT PVT,BGMEA
Arva Textile Ltd.,ARVA TEXTILE,BGMEA
A.R.B. Knitting & Dyeing Inds. Ltd.,ARB KNITTING & DYEING INDS,BGMEA
Skamp Garments Inds. Ltd.,SKAMP GARMENTS INDS,BGMEA
B.H.I.S. Fashions Ltd.,BHIS FASHIONS,BGMEA
Dharla Fashion Ltd.,DHARLA FASHION,BGMEA
Rising Cotton Excel Knit Ltd.,RISING COTTON EXCEL KNIT,BGMEA
Gemtex Limited,GEMTEX,BGMEA
Southern Poshak Shilpa Ltd.,SOUTHERN POSHAK SHILPA,BGMEA
N.Y. Sweater Ltd.,NY SWEATER,BGMEA
Asha Industries,ASHA INDUSTRIES,BGMEA
Nightqueen Sweaters Ltd.,NIGHTQUEEN SWEATERS,BGMEA
Parkview Dresses Ltd.,PARKVIEW DRESSES,BGMEA
Le-Nouveautex Knit Fashion,LENOUVEAUTEX KNIT FASHION,BGMEA
Lientex Composite Knit Ltd.,LIENTEX COMPOSITE KNIT,BGMEA
Abrar Sweater,ABRAR SWEATER,BGMEA
Astro Stich Art Ltd.,ASTRO STICH ART,BGMEA
Camio USA Knitwear Ltd.,CAMIO USA KNITWEAR,BGMEA
Sunmoon Bangladesh Ltd.,SUNMOON BANGLADESH,BGMEA
Nabik Apparels Ltd.,NABIK APPARELS,BGMEA
Amantex Ltd.,AMAN TEX,BGMEA
Dress Me fashion Ltd.,DRESS ME FASHION,BGMEA
Sujas Garments (Pvt) Ltd.,SUJAS GARMENTS PVT,BGMEA
Petronas Sweaters Ltd.,PETRONAS SWEATERS,BGMEA
Woolsey Knitwear Ltd.,WOOLSEY KNITWEAR,BGMEA
SQ Crystal Celsius Ltd.,SQ CRYSTAL CELSIUS,BGMEA
Yongtai Inds. (BD) Ltd.,YONGTAI INDS BD,BGMEA
HQ Knitwear Ltd.,HQ KNITWEAR,BGMEA
Bunon Sweater (Pvt.) Ltd.,BUNON SWEATER PVT,BGMEA
Seasons Dresses Ltd.,SEASONS DRESSES,BGMEA
Jinnat Knitwears Ltd.,JINNAT KNITWEARS,BGMEA
Amotex Ltd. (Woven Unit),AMOTEX LTD WOVEN UNIT,BGMEA
Muazuddin Knit Fashion Ltd.,MUAZUDDIN KNIT FASHION,BGMEA
Maa Moni Apparels,MAA MONI APPARELS,BGMEA
KC Apparels Ltd.,KC APPARELS,BGMEA
Sigma Fashions Ltd.,SIGMA FASHIONS,BGMEA
Graphics Textiles Ltd.,GRAPHICS TEXTILES,BGMEA
Target Fine Wear Inds. Ltd.,TARGET FINE WEAR INDS,BGMEA
Fabrica Knit Composite Ltd.,FABRICA KNIT COMPOSITE,BGMEA
J.M.S. Composite Knitwear Ltd.,JMS COMPOSITE KNITWEAR,BGMEA
Versatile Attire Ltd.,VERSATILE ATTIRE,BGMEA
Zuma Fashions Ltd.,ZUMA FASHIONS,BGMEA
Muntaka Apparels Ltd.,MUNTAKA APPARELS,BGMEA
Pantaloon Fashion Ltd.,PANTALOON FASHION,BGMEA
Zeem Sweater Ltd.,ZEEM SWEATER,BGMEA
The Civil Engineers Ltd. (Sweater Unit),THE CIVIL ENGINEERS LTD SWEATER UNIT,BGMEA
Fiat Fashion Ltd.,FIAT FASHION,BGMEA
Cheery Knit Collection Ltd.,CHEERY KNIT COLLECTION,BGMEA
Radiance Jeans Ltd.,RADIANCE JEANS,BGMEA
Triple Seven Apparels Ltd.,TRIPLE SEVEN APPARELS,BGMEA
Lithium Knit Fabrics Ltd.,LITHIUM KNIT FABRICS,BGMEA
Hannan Knit & Textiles Ltd.,HANNAN KNIT & TEXTILES,BGMEA
ATN Collection Ltd.,ATN COLLECTION,BGMEA
Cocoon Apparels Ltd.,COCOON APPARELS,BGMEA
Zamila Sweaters Ltd.,ZAMILA SWEATERS,BGMEA
Panagea Fashion Wear Ltd.,PANAGEA FASHION WEAR,BGMEA
Dudi Knit Fashion Ltd.,DUDI KNIT FASHION,BGMEA
Basuni Knitting Mills Ltd.,BASUNI KNITTING MILLS,BGMEA
Running Fashions Ltd.,RUNNING FASHIONS,BGMEA
Lucent Sweaters Ltd.,LUCENT SWEATERS,BGMEA
Youngones (Bangladesh) Ltd.,YOUNGONES BANGLADESH,BGMEA
President Apparel Ltd.,PRESIDENT APPAREL,BGMEA
Dignity Garments Ltd.,DIGNITY GARMENTS,BGMEA
A.N. Garments Ltd,AN GARMENTS,BGMEA
The Chic Wear Ltd.,THE CHIC WEAR,BGMEA
Everest Garments Ltd.,EVEREST GARMENTS,BGMEA
Lovely Garments Ltd.,LOVELY GARMENTS,BGMEA
Adonis Garments (Pvt.) Ltd,ADONIS GARMENTS PVT,BGMEA
Lodestar Garments Ltd.,LODESTAR GARMENTS,BGMEA
786 Garments & Textiles.,786 GARMENTS & TEXTILES,BGMEA
Anupam Hosiery Inds. (Pvt.) Ltd.,ANUPAM HOSIERY INDS PVT,BGMEA
Max Reliance Apparels Ltd.,MAX RELIANCE APPARELS,BGMEA
Asia Apparels Manf. Co. (Pte.) Ltd.,ASIA APPARELS MANF CO PTE,BGMEA
Dewan Fashion Wears Ltd.,DEWAN FASHION WEARS,BGMEA
Capri Garments Ltd.,CAPRI GARMENTS,BGMEA
R.R. Products Ltd.,RR PRODUCTS,BGMEA
N & N Fashion Ltd.,N & N FASHION,BGMEA
Shishir Apparels Ltd.,SHISHIR APPARELS,BGMEA
Sylvana Apparels Ltd.,SYLVANA APPARELS,BGMEA
Urfi Garments Ltd.,URFI GARMENTS,BGMEA
Dewan Textile Mills Ltd.,DEWAN TEXTILE MILLS,BGMEA
Mascot Fashion Wear Ltd.,MASCOT FASHION WEAR,BGMEA
Jahanara Fashions Ltd.,JAHANARA FASHIONS,BGMEA
Sanjari Toys (Pvt.) Ltd.,SANJARI TOYS PVT,BGMEA
Marina Knit Fashions Ltd.,MARINA KNIT FASHIONS,BGMEA
Venus Fashions Ltd.,VENUS FASHIONS,BGMEA
Mushroom Garments Ltd.,MUSHROOM GARMENTS,BGMEA
The Knit Apparels Industry Ltd.,THE KNIT APPARELS INDUSTRY,BGMEA
Niaz Garment Industry (Pvt.) Ltd.,NIAZ GARMENT INDUSTRY PVT,BGMEA
Haidory Textile & Garments Ltd.,HAIDORY TEXTILE & GARMENTS,BGMEA
Pantex Ltd.,PANTEX,BGMEA
May Apparels Inds. Ltd.,MAY APPARELS INDS,BGMEA
Avenue Apparels,AVENUE APPARELS,BGMEA
Muslin Textile Mills Ltd.,MUSLIN TEXTILE MILLS,BGMEA
Recent Fashions Limited,RECENT FASHIONS,BGMEA
Nethee Apparels Ltd.,NETHEE APPARELS,BGMEA
Sidko Apparels Ltd.,SIDKO APPARELS,BGMEA
B.P. Sweater (Pvt) Ltd.,BP SWEATER PVT,BGMEA
Mervellous Fashion Ltd.,MERVELLOUS FASHION,BGMEA
Textile N Design Ltd.,TEXTILE N DESIGN,BGMEA
Gold Land International Ltd.,GOLD LAND INTERNATIONAL,BGMEA
Chowdhury Associates Ltd.,CHOWDHURY ASSOCIATES,BGMEA
Mahbub Knit Fashion Ltd.,MAHBUB KNIT FASHION,BGMEA
Eebana Fashion Designs Ltd.,EEBANA FASHION DESIGNS,BGMEA
Ratna Fashion Ltd.,RATNA FASHION,BGMEA
Fashion Craft Knit Wear Ltd.,FASHION CRAFT KNIT WEAR,BGMEA
Macro Knitwears Ltd.,MACRO KNITWEARS,BGMEA
Shahjalal Knit Fashions Ltd.,SHAHJALAL KNIT FASHIONS,BGMEA
Haidory Composite Knit Kit Wear Ltd.,HAIDORY COMPOSITE KNIT KIT WEAR,BGMEA
Anindya Apparels Ltd.,ANINDYA APPARELS,BGMEA
Surma Garments Ltd. (U-2),SURMA GARMENTS LTD U2,BGMEA
Supasox Limited (U-2),SUPASOX LTD U2,BGMEA
ARBA Garments & Industry Ltd.,ARBA GARMENTS & INDUSTRY,BGMEA
Solitaire Knit Wears Ltd.,SOLITAIRE KNIT WEARS,BGMEA
Vintage Knitwears Ltd.,VINTAGE KNITWEARS,BGMEA
Ayasha & Galeya Fashions Ltd.,AYASHA & GALEYA FASHIONS,BGMEA
Ever Youth Company Ltd.,EVER YOUTH COMPANY,BGMEA
Bonny & Bonny Apparels (Pvt) Ltd.,BONNY & BONNY APPARELS PVT,BGMEA
N.B. Garments Ltd.,NB GARMENTS,BGMEA
Kuliarchar Fashions Apparels Ltd.,KULIARCHAR FASHIONS APPARELS,BGMEA
Rahman Knitting & Yarn Processing Inds. (Pvt) Ltd.,RAHMAN KNITTING & YARN PROCESSING INDS PVT,BGMEA
Century Knitwear Ltd.,CENTURY KNIT WEAR,BGMEA
Venture Apparels Ltd.,VENTURE APPARELS,BGMEA
Angels Composit Knitting Inds.(Pvt) Ltd.,ANGELS COMPOSIT KNITTING INDSPVT,BGMEA
Noman Apparels,NOMAN APPARELS,BGMEA
Balaka Apparels Ltd.,BALAKA APPARELS,BGMEA
ASM Garments Ltd.,ASM GARMENTS,BGMEA
Tasniah Fabrics Ltd.,TASNIAH FABRICS,BGMEA
Good Guys Ltd.,GOOD GUYS,BGMEA
Azmeri Composite Knit Ltd.,AZMERI COMPOSITE KNIT,BGMEA
Arizma Ltd.,ARIZMA,BGMEA
Tex Eleeta (Pvt) Ltd.,TEX ELEETA PVT,BGMEA
Fulpur Knit & Garments Ltd.,FULPUR KNIT & GARMENTS,BGMEA
Angee Knitwear Ltd.,ANGEE KNITWEAR,BGMEA
Galimpur Sweater Ltd.,GALIMPUR SWEATER,BGMEA
Isamoti Fashion Ltd.,ISAMOTI FASHION,BGMEA
Teen Age Modern Fashion Ltd.,TEEN AGE MODERN FASHION,BGMEA
Samycon Knitex Ltd.,SAMYCON KNITEX,BGMEA
First Textile (BD) Ltd.,FIRST TEXTILE BD,BGMEA
Cotton Zone Ltd.,COTTON ZONE,BGMEA
Shatabdi Fashions Wear Ltd.,SHATABDI FASHIONS WEAR,BGMEA
Shohana Knitwear Ltd.,SHOHANA KNITWEAR,BGMEA
Litun Fabrics Ltd.,LITUN FABRICS,BGMEA
Desh Bangla Cap Industry (DBCI),DESH BANGLA CAP INDUSTRY DBCI,BGMEA
Standard Garments Industries Ltd.,STANDARD GARMENTS INDUSTRIES,BGMEA
Joy Industries Ltd.,JOY INDUSTRIES,BGMEA
Mona Garments Ltd.,MONA GARMENTS,BGMEA
Albatross Limited,ALBATROSS,BGMEA
Khalil Fashions Ltd.,KHALIL FASHIONS,BGMEA
